species_id,name_ja,type1,type2,base_atk,base_def,base_sta,fast_moves,charge_moves,tags,elitefast,elitecharge,evolves_to,evolves_from,generation,dex
zekrom_normal,ゼクロム,dragon,electric,275,211,205,"dragon_breath_fast,charge_beam_fast","outrage,wild_charge,flash_cannon,crunch",zekrom_normal,,,,,,644
landorus,ランドロス,ground,flying,261,182,205,"mud_shot_fast,rock_throw_fast","earth_power,outrage,rock_slide,focus_blast",,,sandsear_storm,,,,645
landorus_incarnate,ランドロス,ground,flying,261,182,205,"mud_shot_fast,rock_throw_fast","earth_power,outrage,rock_slide,focus_blast",landorus_incarnate,,,,,,645
landorus_therian,ランドロス,ground,flying,289,179,205,"mud_shot_fast,extrasensory_fast","earthquake,bulldoze,stone_edge,super_power",landorus_therian,,,,,,645
kyurem,キュレム,dragon,ice,246,170,245,"dragon_breath_fast,steel_wing_fast","dragon_claw,blizzard,draco_meteor",,,,,,,646
kyurem_black,キュレム,dragon,ice,310,183,245,"dragon_tail_fast,shadow_claw_fast","iron_head,blizzard,stone_edge,outrage,fusion_bolt",kyurem_black,,,,,,646
kyurem_normal,キュレム,dragon,ice,246,170,245,"dragon_breath_fast,steel_wing_fast","dragon_claw,blizzard,draco_meteor",kyurem_normal,,,,,,646
kyurem_white,キュレム,dragon,ice,310,183,245,"dragon_breath_fast,steel_wing_fast,ice_fang_fast","dragon_pulse,blizzard,ancient_power,focus_blast,fusion_flare",kyurem_white,,,,,,646
keldeo,ケルディオ,water,fighting,260,192,209,"poison_jab_fast,low_kick_fast","aqua_jet,close_combat,hydro_pump,x_scissor,sacred_sword",,,,,,,647
keldeo_ordinary,ケルディオ,water,fighting,260,192,209,"poison_jab_fast,low_kick_fast","aqua_jet,close_combat,hydro_pump,x_scissor,sacred_sword",keldeo_ordinary,,,,,,647
keldeo_resolute,ケルディオ,water,fighting,260,192,209,"poison_jab_fast,low_kick_fast","aqua_jet,close_combat,hydro_pump,x_scissor,sacred_sword",keldeo_resolute,,,,,,647
meloetta,メロエッタ,normal,psychic,250,225,225,"quick_attack_fast,low_kick_fast","close_combat,fire_punch,ice_punch,hyper_beam",,,,,,,648
meloetta_aria,メロエッタ,normal,psychic,250,225,225,"quick_attack_fast,confusion_fast","psyshock,thunderbolt,dazzling_gleam,hyper_beam",meloetta_aria,,,,,,648
meloetta_pirouette,メロエッタ,normal,fighting,269,188,225,"quick_attack_fast,low_kick_fast","close_combat,fire_punch,ice_punch,hyper_beam",meloetta_pirouette,,,,,,648
genesect,ゲノセクト,bug,steel,252,199,174,"metal_claw_fast,fury_cutter_fast","x_scissor,magnet_bomb,hyper_beam",,,techno_blast_shock,,,,649
genesect_burn,ゲノセクト,bug,steel,252,199,174,"metal_claw_fast,fury_cutter_fast","x_scissor,magnet_bomb,flamethrower",genesect_burn,,,,,,649
genesect_chill,ゲノセクト,bug,steel,252,199,174,"metal_claw_fast,fury_cutter_fast","x_scissor,magnet_bomb,ice_beam",genesect_chill,,,,,,649
genesect_douse,ゲノセクト,bug,steel,252,199,174,"metal_claw_fast,fury_cutter_fast","x_scissor,magnet_bomb,gunk_shot",genesect_douse,,,,,,649
genesect_normal,ゲノセクト,bug,steel,252,199,174,"metal_claw_fast,fury_cutter_fast","x_scissor,magnet_bomb,hyper_beam",genesect_normal,,,,,,649
genesect_shock,ゲノセクト,bug,steel,252,199,174,"metal_claw_fast,fury_cutter_fast","x_scissor,magnet_bomb,zap_cannon",genesect_shock,,,,,,649
chespin,ハリマロン,grass,,110,106,148,"take_down_fast,vine_whip_fast","gyro_ball,seed_bomb,body_slam",,,,QUILLADIN,,,650
quilladin,ハリボーグ,grass,,146,156,156,"low_kick_fast,vine_whip_fast","gyro_ball,energy_ball,body_slam",,,,CHESNAUGHT,CHESPIN,,651
chesnaught,ブリガロン,grass,fighting,201,204,204,"low_kick_fast,vine_whip_fast,smack_down_fast","gyro_ball,energy_ball,super_power,solar_beam,thunder_punch",,,frenzy_plant,,QUILLADIN,,652
fennekin,フォッコ,fire,,116,102,120,"scratch_fast,ember_fast","psyshock,flamethrower,flame_charge",,,,BRAIXEN,,,653
braixen,テールナー,fire,,171,130,153,"scratch_fast,ember_fast","psyshock,flamethrower,flame_charge",,,,DELPHOX,FENNEKIN,,654
delphox,マフォクシー,fire,psychic,230,189,181,"scratch_fast,fire_spin_fast,zen_headbutt_fast","psychic,flamethrower,flame_charge,fire_blast,mystical_fire,psyshock",,,blast_burn,,BRAIXEN,,655
froakie,ケロマツ,water,,122,84,121,"pound_fast,bubble_fast","water_pulse,aerial_ace,surf",,,,FROGADIER,,,656
frogadier,ゲコガシラ,water,,168,114,144,"pound_fast,bubble_fast","water_pulse,aerial_ace,surf",,,,GRENINJA,FROAKIE,,657
greninja,ゲッコウガ,water,dark,223,152,176,"feint_attack_fast,bubble_fast,water_shuriken_fast","night_slash,aerial_ace,surf,hydro_pump",,,hydro_cannon,,FROGADIER,,658
bunnelby,ホルビー,normal,,68,72,116,"mud_slap_fast,quick_attack_fast","dig,bulldoze,earthquake",,,,DIGGERSBY,,,659
diggersby,ホルード,normal,ground,112,155,198,"mud_shot_fast,quick_attack_fast","dig,hyper_beam,earthquake,fire_punch,scorching_sands",,,,,BUNNELBY,,660
fletchling,ヤヤコマ,normal,flying,95,80,128,"peck_fast,quick_attack_fast","aerial_ace,heat_wave,swift,fly",,,,FLETCHINDER,,,661
fletchinder,ヒノヤコマ,fire,flying,145,110,158,"peck_fast,ember_fast,steel_wing_fast","aerial_ace,heat_wave,flame_charge,fly",,,,TALONFLAME,FLETCHLING,,662
talonflame,ファイアロー,fire,flying,176,155,186,"peck_fast,fire_spin_fast,steel_wing_fast","brave_bird,fire_blast,flame_charge,hurricane,fly",,incinerate_fast,,,FLETCHINDER,,663
scatterbug,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,,,,SPEWPA,,,664
scatterbug_archipelago,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_archipelago,,,,,,664
scatterbug_continental,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_continental,,,,,,664
scatterbug_elegant,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_elegant,,,,,,664
scatterbug_fancy,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_fancy,,,,,,664
scatterbug_garden,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_garden,,,,,,664
scatterbug_high_plains,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_high_plains,,,,,,664
scatterbug_icy_snow,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_icy_snow,,,,,,664
scatterbug_jungle,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_jungle,,,,,,664
scatterbug_marine,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_marine,,,,,,664
scatterbug_meadow,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_meadow,,,,,,664
scatterbug_modern,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_modern,,,,,,664
scatterbug_monsoon,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_monsoon,,,,,,664
scatterbug_ocean,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_ocean,,,,,,664
scatterbug_pokeball,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_pokeball,,,,,,664
scatterbug_polar,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_polar,,,,,,664
scatterbug_river,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_river,,,,,,664
scatterbug_sandstorm,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_sandstorm,,,,,,664
scatterbug_savanna,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_savanna,,,,,,664
scatterbug_sun,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_sun,,,,,,664
scatterbug_tundra,コフキムシ,bug,,63,63,116,"bug_bite_fast,tackle_fast",struggle,scatterbug_tundra,,,,,,664
spewpa,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,,,,VIVILLON,SCATTERBUG,,665
spewpa_archipelago,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_archipelago,,,,,,665
spewpa_continental,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_continental,,,,,,665
spewpa_elegant,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_elegant,,,,,,665
spewpa_fancy,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_fancy,,,,,,665
spewpa_garden,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_garden,,,,,,665
spewpa_high_plains,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_high_plains,,,,,,665
spewpa_icy_snow,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_icy_snow,,,,,,665
spewpa_jungle,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_jungle,,,,,,665
spewpa_marine,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_marine,,,,,,665
spewpa_meadow,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_meadow,,,,,,665
spewpa_modern,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_modern,,,,,,665
spewpa_monsoon,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_monsoon,,,,,,665
spewpa_ocean,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_ocean,,,,,,665
spewpa_pokeball,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_pokeball,,,,,,665
spewpa_polar,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_polar,,,,,,665
spewpa_river,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_river,,,,,,665
spewpa_sandstorm,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_sandstorm,,,,,,665
spewpa_savanna,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_savanna,,,,,,665
spewpa_sun,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_sun,,,,,,665
spewpa_tundra,コフーライ,bug,,48,89,128,struggle_bug_fast,struggle,spewpa_tundra,,,,,,665
vivillon,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",,,,,SPEWPA,,666
vivillon_archipelago,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_archipelago,,,,,,666
vivillon_continental,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_continental,,,,,,666
vivillon_elegant,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_elegant,,,,,,666
vivillon_fancy,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_fancy,,,,,,666
vivillon_garden,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_garden,,,,,,666
vivillon_high_plains,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_high_plains,,,,,,666
vivillon_icy_snow,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_icy_snow,,,,,,666
vivillon_jungle,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_jungle,,,,,,666
vivillon_marine,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_marine,,,,,,666
vivillon_meadow,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_meadow,,,,,,666
vivillon_modern,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_modern,,,,,,666
vivillon_monsoon,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_monsoon,,,,,,666
vivillon_ocean,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_ocean,,,,,,666
vivillon_pokeball,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_pokeball,,,,,,666
vivillon_polar,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_polar,,,,,,666
vivillon_river,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_river,,,,,,666
vivillon_sandstorm,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_sandstorm,,,,,,666
vivillon_savanna,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_savanna,,,,,,666
vivillon_sun,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_sun,,,,,,666
vivillon_tundra,ビビヨン,bug,flying,176,103,190,"gust_fast,struggle_bug_fast","bug_buzz,aerial_ace,energy_ball,hurricane",vivillon_tundra,,,,,,666
litleo,シシコ,fire,normal,139,112,158,"fire_fang_fast,tackle_fast,ember_fast,incinerate_fast","flame_charge,flamethrower,crunch",,,,"PYROAR,PYROAR",,,667
pyroar,カエンジシ,fire,normal,221,149,200,"fire_fang_fast,take_down_fast,ember_fast,incinerate_fast","flame_charge,solar_beam,dark_pulse,overheat",,,,,LITLEO,,668
pyroar_female,カエンジシ,fire,normal,221,149,200,"fire_fang_fast,take_down_fast,ember_fast,incinerate_fast","flame_charge,solar_beam,dark_pulse,overheat",pyroar_female,,,,,,668
pyroar_normal,カエンジシ,fire,normal,221,149,200,"fire_fang_fast,take_down_fast,ember_fast,incinerate_fast","flame_charge,solar_beam,dark_pulse,overheat",pyroar_normal,,,,,,668
flabebe,フラベベ,fairy,,108,120,127,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",,,,FLOETTE,,,669
flabebe_blue,フラベベ,fairy,,108,120,127,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",flabebe_blue,,,,,,669
flabebe_orange,フラベベ,fairy,,108,120,127,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",flabebe_orange,,,,,,669
flabebe_red,フラベベ,fairy,,108,120,127,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",flabebe_red,,,,,,669
flabebe_white,フラベベ,fairy,,108,120,127,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",flabebe_white,,,,,,669
flabebe_yellow,フラベベ,fairy,,108,120,127,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",flabebe_yellow,,,,,,669
floette,フラエッテ,fairy,,136,151,144,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",,,,FLORGES,FLABEBE,,670
floette_blue,フラエッテ,fairy,,136,151,144,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",floette_blue,,,,,,670
floette_orange,フラエッテ,fairy,,136,151,144,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",floette_orange,,,,,,670
floette_red,フラエッテ,fairy,,136,151,144,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",floette_red,,,,,,670
floette_white,フラエッテ,fairy,,136,151,144,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",floette_white,,,,,,670
floette_yellow,フラエッテ,fairy,,136,151,144,"vine_whip_fast,tackle_fast","dazzling_gleam,petal_blizzard,psychic",floette_yellow,,,,,,670
florges,フラージェス,fairy,,212,244,186,"vine_whip_fast,tackle_fast,razor_leaf_fast,fairy_wind_fast","moonblast,petal_blizzard,psychic,disarming_voice,trailblaze",,,chilling_water,,FLOETTE,,671
florges_blue,フラージェス,fairy,,212,244,186,"vine_whip_fast,tackle_fast,razor_leaf_fast,fairy_wind_fast","moonblast,petal_blizzard,psychic,disarming_voice,trailblaze",florges_blue,,,,,,671
florges_orange,フラージェス,fairy,,212,244,186,"vine_whip_fast,tackle_fast,razor_leaf_fast,fairy_wind_fast","moonblast,petal_blizzard,psychic,disarming_voice,trailblaze",florges_orange,,,,,,671
florges_red,フラージェス,fairy,,212,244,186,"vine_whip_fast,tackle_fast,razor_leaf_fast,fairy_wind_fast","moonblast,petal_blizzard,psychic,disarming_voice,trailblaze",florges_red,,,,,,671
florges_white,フラージェス,fairy,,212,244,186,"vine_whip_fast,tackle_fast,razor_leaf_fast,fairy_wind_fast","moonblast,petal_blizzard,psychic,disarming_voice,trailblaze",florges_white,,,,,,671
florges_yellow,フラージェス,fairy,,212,244,186,"vine_whip_fast,tackle_fast,razor_leaf_fast,fairy_wind_fast","moonblast,petal_blizzard,psychic,disarming_voice,trailblaze",florges_yellow,,,,,,671
skiddo,メェークル,grass,,123,102,165,"zen_headbutt_fast,rock_smash_fast","brick_break,seed_bomb",,,,GOGOAT,,,672
gogoat,ゴーゴート,grass,,196,146,265,"zen_headbutt_fast,rock_smash_fast,vine_whip_fast","brick_break,leaf_blade,seed_bomb,rock_slide",,,,,SKIDDO,,673
pancham,ヤンチャム,fighting,,145,107,167,"low_kick_fast,tackle_fast","low_sweep,crunch,body_slam",,,,PANGORO,,,674
pangoro,ゴロンダ,fighting,dark,226,146,216,"low_kick_fast,snarl_fast,bullet_punch_fast,karate_chop_fast","close_combat,night_slash,iron_head,rock_slide",,,,,PANCHAM,,675
furfrou,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",,,,,,,676
furfrou_dandy,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_dandy,,,,,,676
furfrou_debutante,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_debutante,,,,,,676
furfrou_diamond,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_diamond,,,,,,676
furfrou_heart,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_heart,,,,,,676
furfrou_kabuki,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_kabuki,,,,,,676
furfrou_la_reine,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_la_reine,,,,,,676
furfrou_matron,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_matron,,,,,,676
furfrou_natural,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_natural,,,,,,676
furfrou_pharaoh,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_pharaoh,,,,,,676
furfrou_star,トリミアン,normal,,164,167,181,"take_down_fast,bite_fast,sucker_punch_fast,sand_attack_fast","surf,dark_pulse,grass_knot",furfrou_star,,,,,,676
espurr,ニャスパー,psychic,,120,114,158,"confusion_fast,scratch_fast","psyshock,energy_ball,psychic",,,,"MEOWSTIC,MEOWSTIC",,,677
meowstic,ニャオニクス,psychic,,166,167,179,"confusion_fast,sucker_punch_fast","psychic,energy_ball,thunderbolt",,,,,ESPURR,,678
meowstic_female,ニャオニクス,psychic,,166,167,179,"confusion_fast,charm_fast,magical_leaf_fast","psychic,energy_ball,shadow_ball",meowstic_female,,,,,,678
meowstic_normal,ニャオニクス,psychic,,166,167,179,"confusion_fast,sucker_punch_fast","psychic,energy_ball,thunderbolt",meowstic_normal,,,,,,678
honedge,ヒトツキ,steel,ghost,135,139,128,"psycho_cut_fast,tackle_fast","iron_head,gyro_ball",,,,DOUBLADE,,,679
doublade,ニダンギル,steel,ghost,188,206,153,"psycho_cut_fast,tackle_fast,shadow_claw_fast","iron_head,gyro_ball,sacred_sword",,,,AEGISLASH,HONEDGE,,680
aegislash,ギルガルド,steel,ghost,97,272,155,"psycho_cut_fast,air_slash_fast","flash_cannon,gyro_ball,shadow_ball",,,,,DOUBLADE,,681
aegislash_blade,ギルガルド,steel,ghost,272,97,155,"psycho_cut_fast,air_slash_fast","flash_cannon,gyro_ball,shadow_ball",aegislash_blade,,,,,,681
aegislash_shield,ギルガルド,steel,ghost,97,272,155,"psycho_cut_fast,air_slash_fast","flash_cannon,gyro_ball,shadow_ball",aegislash_shield,,,,,,681
spritzee,シュシュプ,fairy,,110,113,186,"charm_fast,charge_beam_fast","draining_kiss,thunderbolt",,,,AROMATISSE,,,682
aromatisse,フレフワン,fairy,,173,150,226,"charm_fast,charge_beam_fast","moonblast,thunderbolt,psychic,draining_kiss,psyshock",,,,,SPRITZEE,,683
swirlix,ペロッパフ,fairy,,109,119,158,tackle_fast,"draining_kiss,energy_ball",,,,SLURPUFF,,,684
slurpuff,ペロリーム,fairy,,168,163,193,"tackle_fast,charm_fast,fairy_wind_fast","play_rough,energy_ball,flamethrower,draining_kiss",,,,,SWIRLIX,,685
inkay,マーイーカ,dark,psychic,98,95,142,"peck_fast,tackle_fast,psywave_fast","psybeam,night_slash",,,,MALAMAR,,,686
malamar,カラマネロ,dark,psychic,177,165,200,"peck_fast,psycho_cut_fast,psywave_fast","psybeam,foul_play,super_power,hyper_beam",,,,,INKAY,,687
binacle,カメテテ,rock,water,96,120,123,"scratch_fast,mud_slap_fast","ancient_power,cross_chop,dig",,,,BARBARACLE,,,688
barbaracle,ガメノデス,rock,water,194,205,176,"water_gun_fast,mud_slap_fast,fury_cutter_fast","skull_bash,cross_chop,stone_edge,grass_knot,razor_shell",,,,,BINACLE,,689
skrelp,クズモー,poison,water,109,109,137,"water_gun_fast,acid_fast","aqua_tail,water_pulse,twister,sludge_bomb",,,,DRAGALGE,,,690
dragalge,ドラミドロ,poison,dragon,177,207,163,"water_gun_fast,acid_fast,dragon_tail_fast","hydro_pump,aqua_tail,outrage,gunk_shot,focus_blast,sludge_bomb",,,,,SKRELP,,691
clauncher,ウデッポウ,water,,108,117,137,"water_gun_fast,smack_down_fast","water_pulse,crabhammer,aqua_jet",,,,CLAWITZER,,,692
clawitzer,ブロスター,water,,221,171,174,"water_gun_fast,smack_down_fast","water_pulse,dark_pulse,ice_beam,crabhammer",,,,,CLAUNCHER,,693
helioptile,エリキテル,electric,normal,115,78,127,"quick_attack_fast,thunder_shock_fast","parabolic_charge,bulldoze,thunderbolt",,,,HELIOLISK,,,694
heliolisk,エレザード,electric,normal,219,168,158,"quick_attack_fast,volt_switch_fast,mud_slap_fast","parabolic_charge,bulldoze,thunderbolt,grass_knot,breaking_swipe",,,,,HELIOPTILE,,695
tyrunt,チゴラス,rock,dragon,158,123,151,"dragon_tail_fast,tackle_fast","stomp,ancient_power,dragon_claw,rock_tomb",,,,TYRANTRUM,,,696
tyrantrum,ガチゴラス,rock,dragon,227,191,193,"dragon_tail_fast,charm_fast,rock_throw_fast","crunch,stone_edge,outrage,earthquake,meteor_beam,rock_tomb",,,,,TYRUNT,,697
amaura,アマルス,rock,ice,124,109,184,"powder_snow_fast,frost_breath_fast","weather_ball_ice,ancient_power,aurora_beam,thunderbolt",,,,AURORUS,,,698
aurorus,アマルルガ,rock,ice,186,163,265,"powder_snow_fast,frost_breath_fast,rock_throw_fast","weather_ball_ice,ancient_power,blizzard,thunderbolt,hyper_beam,meteor_beam",,,,,AMAURA,,699
sylveon,ニンフィア,fairy,,203,205,216,"charm_fast,quick_attack_fast","moonblast,dazzling_gleam,draining_kiss",,,"last_resort,psyshock",,EEVEE,,700
hawlucha,ルチャブル,fighting,flying,195,153,186,"low_kick_fast,poison_jab_fast","flying_press,aerial_ace,x_scissor,power_up_punch",,,,,,,701
dedenne,デデンネ,electric,fairy,164,134,167,"tackle_fast,thunder_shock_fast","discharge,play_rough,parabolic_charge",,,,,,,702
carbink,メレシー,rock,fairy,95,285,137,"tackle_fast,rock_throw_fast","rock_slide,moonblast,power_gem",,,,,,,703
goomy,ヌメラ,dragon,,101,112,128,"water_gun_fast,tackle_fast","dragon_pulse,sludge_wave,muddy_water",,,,SLIGGOO,,,704
sliggoo,ヌメイル,dragon,,159,176,169,"water_gun_fast,tackle_fast","dragon_pulse,sludge_wave,muddy_water,water_pulse",,,,GOODRA,GOOMY,,705
sliggoo_normal,ヌメイル,dragon,,159,176,169,"water_gun_fast,tackle_fast","dragon_pulse,sludge_wave,muddy_water,water_pulse",sliggoo_normal,,,,,,705
goodra,ヌメルゴン,dragon,,220,242,207,"water_gun_fast,dragon_breath_fast","draco_meteor,sludge_wave,muddy_water,power_whip,aqua_tail",,,thunder_punch,,SLIGGOO,,706
goodra_normal,ヌメルゴン,dragon,,220,242,207,"water_gun_fast,dragon_breath_fast","draco_meteor,sludge_wave,muddy_water,power_whip,aqua_tail",goodra_normal,,,,,,706
klefki,クレッフィ,steel,fairy,160,179,149,"astonish_fast,tackle_fast","flash_cannon,play_rough,draining_kiss,foul_play",,,,,,,707
phantump,ボクレー,ghost,grass,125,103,125,"astonish_fast,tackle_fast","seed_bomb,shadow_ball,foul_play",,,,TREVENANT,,,708
trevenant,オーロット,ghost,grass,201,154,198,"shadow_claw_fast,sucker_punch_fast","seed_bomb,shadow_ball,foul_play",,,,,PHANTUMP,,709
pumpkaboo,バケッチャ,ghost,grass,122,124,127,"astonish_fast,razor_leaf_fast","grass_knot,shadow_sneak,foul_play",,,,GOURGEIST,,,710
pumpkaboo_average,バケッチャ,ghost,grass,121,123,135,"astonish_fast,razor_leaf_fast","grass_knot,shadow_sneak,foul_play",pumpkaboo_average,,,,,,710
pumpkaboo_large,バケッチャ,ghost,grass,120,122,144,"astonish_fast,razor_leaf_fast","grass_knot,shadow_sneak,foul_play",pumpkaboo_large,,,,,,710
pumpkaboo_small,バケッチャ,ghost,grass,122,124,127,"astonish_fast,razor_leaf_fast","grass_knot,shadow_sneak,foul_play",pumpkaboo_small,,,,,,710
pumpkaboo_super,バケッチャ,ghost,grass,118,120,153,"astonish_fast,razor_leaf_fast","grass_knot,shadow_sneak,foul_play",pumpkaboo_super,,,,,,710
